sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
BHL_789_sample_German_20.0.txt_11447-11471,['BHL_789_sample_German_20.0.txt'],[11447],[11463],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=11447, end=11463, entitycategory=FAUNA)']",['Larus argentatus'],Larus argentatus^ Linn .,['NULL_CAT'],['FAUNA'],"(['Larus', 'argentatus', 'Linn', '.'], ['B-FAUNA', 'I-FAUNA', 'O', 'O'])","['Larus', 'argentatus', 'Linn', '.']","['B-FAUNA', 'I-FAUNA', 'O', 'O']"
BHL_789_sample_German_20.0.txt_11472-11613,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[11506, 11518, 11577]","[11513, 11528, 11590]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=11506, end=11513, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11518, end=11528, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11577, end=11590, entitycategory=NAT_LANDFORM)']","['Schären', 'Finn- land', 'Weissen Meere']","Sah ich mit Sicherheit nur in den Schären von Finn- land , aber es ist wahrscheinlich , dass sie auch am Weissen Meere vorkommt * * ) . 190 .","['NULL_CAT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'LOCATION', 'NAT_LANDFORM']","(['Sah', 'ich', 'mit', 'Sicherheit', 'nur', 'in', 'den', 'Schären', 'von', 'Finn', 'land', ',', 'aber', 'es', 'ist', 'wahrscheinlich', ',', 'dass', 'sie', 'auch', 'am', 'Weissen', 'Meere', 'vorkommt', '.', '190', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O'])","['Sah', 'ich', 'mit', 'Sicherheit', 'nur', 'in', 'den', 'Schären', 'von', 'Finn', 'land', ',', 'aber', 'es', 'ist', 'wahrscheinlich', ',', 'dass', 'sie', 'auch', 'am', 'Weissen', 'Meere', 'vorkommt', '.', '190', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_11614-11634,['BHL_789_sample_German_20.0.txt'],[11614],[11625],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=11614, end=11625, entitycategory=FAUNA)']",['Larus canus'],"Larus canus , Linn .",['NULL_CAT'],['FAUNA'],"(['Larus', 'canus', ',', 'Linn', '.'], ['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O'])","['Larus', 'canus', ',', 'Linn', '.']","['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_11635-11692,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[11653, 11665, 11677]","[11659, 11674, 11686]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11653, end=11659, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11665, end=11674, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11677, end=11686, entitycategory=LOCATION)']","['Ladoga', 'Onegaseen', 'Archangel']","Allgemein bei den Ladoga- und Onegaseen , Archangel etc .","['ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM', 'LOCATION']","(['Allgemein', 'bei', 'den', 'Ladoga', 'und', 'Onegaseen', ',', 'Archangel', 'etc', '.'], ['O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O', 'O'])","['Allgemein', 'bei', 'den', 'Ladoga', 'und', 'Onegaseen', ',', 'Archangel', 'etc', '.']","['O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O', 'O']"
BHL_789_sample_German_20.0.txt_11693-11796,['BHL_789_sample_German_20.0.txt'],[11693],[11731],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=11693, end=11731, entitycategory=FAUNA, sentimentcategory=1)']",['Aus Mangel an hinreichenden Exemplaren'],"Aus Mangel an hinreichenden Exemplaren kann ich nicht bestimmen , ob sich dort die Form oder die Art L.",['NULL_CAT'],['FAUNA'],"(['Aus', 'Mangel', 'an', 'hinreichenden', 'Exemplaren', 'kann', 'ich', 'nicht', 'bestimmen', ',', 'ob', 'sich', 'dort', 'die', 'Form', 'oder', 'die', 'Art', 'L', '.'], ['B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Aus', 'Mangel', 'an', 'hinreichenden', 'Exemplaren', 'kann', 'ich', 'nicht', 'bestimmen', ',', 'ob', 'sich', 'dort', 'die', 'Form', 'oder', 'die', 'Art', 'L', '.']","['B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_11831-12073,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[11849, 12012, 12025, 12057]","[11857, 12017, 12032, 12068]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=11849, end=11857, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12012, end=12017, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12025, end=12032, entitycategory=FAUNA, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12057, end=12068, entitycategory=NAT_LANDFORM)']","['Männchen', 'Mewes', 'die Art', 'See Irtysch']","Juni geschossenes Männchen im reinen Sommerkleide hatte folgende Dimensionen : Länge 450 , Breite 1900 , der Schnabel von der Stirn 35 , von den * ) ( Nach späteren Nachrichten von Mewes nistet die Art in grosser Zahl auf dem See Irtysch . v.","['NULL_CAT', 'ASPECT', 'NULL_CAT', 'ASPECT']","['FAUNA', 'PERSON', 'FAUNA', 'NAT_LANDFORM']","(['Juni', 'geschossenes', 'Männchen', 'im', 'reinen', 'Sommerkleide', 'hatte', 'folgende', 'Dimensionen', 'Länge', '450', ',', 'Breite', '1900', ',', 'der', 'Schnabel', 'von', 'der', 'Stirn', '35', ',', 'von', 'den', 'Nach', 'späteren', 'Nachrichten', 'von', 'Mewes', 'nistet', 'die', 'Art', 'in', 'grosser', 'Zahl', 'auf', 'dem', 'See', 'Irtysch', '.', 'v', '.'], ['O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O'])","['Juni', 'geschossenes', 'Männchen', 'im', 'reinen', 'Sommerkleide', 'hatte', 'folgende', 'Dimensionen', 'Länge', '450', ',', 'Breite', '1900', ',', 'der', 'Schnabel', 'von', 'der', 'Stirn', '35', ',', 'von', 'den', 'Nach', 'späteren', 'Nachrichten', 'von', 'Mewes', 'nistet', 'die', 'Art', 'in', 'grosser', 'Zahl', 'auf', 'dem', 'See', 'Irtysch', '.', 'v', '.']","['O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_1185-1298,['BHL_789_sample_German_20.0.txt'],[1261],[1267],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=1261, end=1267, entitycategory=FAUNA)']",['Jungen'],Auf der Spitze des Schnabels ist sowohl bei diesem wie bei den zwei anderen Jungen das Kalk- häutchen vorhanden .,['NULL_CAT'],['FAUNA'],"(['Auf', 'der', 'Spitze', 'des', 'Schnabels', 'ist', 'sowohl', 'bei', 'diesem', 'wie', 'bei', 'den', 'zwei', 'anderen', 'Jungen', 'das', 'Kalk', 'häutchen', 'vorhanden', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O'])","['Auf', 'der', 'Spitze', 'des', 'Schnabels', 'ist', 'sowohl', 'bei', 'diesem', 'wie', 'bei', 'den', 'zwei', 'anderen', 'Jungen', 'das', 'Kalk', 'häutchen', 'vorhanden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_12074-12262,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[12099, 12150, 12222]","[12125, 12160, 12238]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12099, end=12125, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12150, end=12160, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12222, end=12238, entitycategory=FAUNA)']","['Herrn Lieutenant Sandeberg', 'Solavetsky', 'Lar . argentatus']","H. ) * * ) Durch die von Herrn Lieutenant Sandeberg , welcher im Jahre 1877 Solavetsky besuchte , erhaltenen mündlichen Nachrichten brütet dort nur Lar . argentatus in sehr grosser Menge .","['ASPECT', 'ASPECT', 'NULL_CAT']","['PERSON', 'LOCATION', 'FAUNA']","(['H', '.', 'Durch', 'die', 'von', 'Herrn', 'Lieutenant', 'Sandeberg', ',', 'welcher', 'im', 'Jahre', '1877', 'Solavetsky', 'besuchte', ',', 'erhaltenen', 'mündlichen', 'Nachrichten', 'brütet', 'dort', 'nur', 'Lar', '.', 'argentatus', 'in', 'sehr', 'grosser', 'Menge', '.'], ['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O'])","['H', '.', 'Durch', 'die', 'von', 'Herrn', 'Lieutenant', 'Sandeberg', ',', 'welcher', 'im', 'Jahre', '1877', 'Solavetsky', 'besuchte', ',', 'erhaltenen', 'mündlichen', 'Nachrichten', 'brütet', 'dort', 'nur', 'Lar', '.', 'argentatus', 'in', 'sehr', 'grosser', 'Menge', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_12263-12412,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[12263, 12315]","[12274, 12321]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12263, end=12274, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12315, end=12321, entitycategory=PERSON)']","['Diese Möven', 'Mönche']","Diese Möven sollen unter dem besonderen Schutze der Mönche stehen und so zahm sein , dass sie sich sogar , auf den Nestern sitzend , füttern lassen .","['NULL_CAT', 'NULL_CAT']","['FAUNA', 'PERSON']","(['Diese', 'Möven', 'sollen', 'unter', 'dem', 'besonderen', 'Schutze', 'der', 'Mönche', 'stehen', 'und', 'so', 'zahm', 'sein', ',', 'dass', 'sie', 'sich', 'sogar', ',', 'auf', 'den', 'Nestern', 'sitzend', ',', 'füttern', 'lassen', '.'], ['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Diese', 'Möven', 'sollen', 'unter', 'dem', 'besonderen', 'Schutze', 'der', 'Mönche', 'stehen', 'und', 'so', 'zahm', 'sein', ',', 'dass', 'sie', 'sich', 'sogar', ',', 'auf', 'den', 'Nestern', 'sitzend', ',', 'füttern', 'lassen', '.']","['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_12413-12587,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[12413, 12506, 12548]","[12418, 12511, 12558]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12413, end=12418, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12506, end=12511, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12548, end=12558, entitycategory=LOCATION)']","['Mewes', 'Vögel', 'Brutplatze']","Mewes in litter is . * * * ) Es wäre von grossem Interesse für die Erkenntniss des Zuges der Vögel , wenn die Form der Art je nach dem Brutplatze genau fest- gestellt würde .","['ASPECT', 'NULL_CAT', 'ASPECT']","['PERSON', 'FAUNA', 'LOCATION']","(['Mewes', 'in', 'litter', 'is', '.', 'Es', 'wäre', 'von', 'grossem', 'Interesse', 'für', 'die', 'Erkenntniss', 'des', 'Zuges', 'der', 'Vögel', ',', 'wenn', 'die', 'Form', 'der', 'Art', 'je', 'nach', 'dem', 'Brutplatze', 'genau', 'fest', 'gestellt', 'würde', '.'], ['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O'])","['Mewes', 'in', 'litter', 'is', '.', 'Es', 'wäre', 'von', 'grossem', 'Interesse', 'für', 'die', 'Erkenntniss', 'des', 'Zuges', 'der', 'Vögel', ',', 'wenn', 'die', 'Form', 'der', 'Art', 'je', 'nach', 'dem', 'Brutplatze', 'genau', 'fest', 'gestellt', 'würde', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_12588-12906,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[12642, 12758]","[12653, 12766]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12642, end=12653, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12758, end=12766, entitycategory=PERSON)']","['Ornithologe', 'Forscher']","Vielleicht geschieht dies nicht , theils weil mancher Ornithologe fürchtet , den Keim einer neuen Art auszustreuen , und dies sind in vielen Fällen sehr scharf blickende Forscher , theils aber auch weil das Erkennen der Form nicht jedem mitgegeben wird , dem es beliebt , sich mit Naturwissenschaften zu beschäftigen .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON']","(['Vielleicht', 'geschieht', 'dies', 'nicht', ',', 'theils', 'weil', 'mancher', 'Ornithologe', 'fürchtet', ',', 'den', 'Keim', 'einer', 'neuen', 'Art', 'auszustreuen', ',', 'und', 'dies', 'sind', 'in', 'vielen', 'Fällen', 'sehr', 'scharf', 'blickende', 'Forscher', ',', 'theils', 'aber', 'auch', 'weil', 'das', 'Erkennen', 'der', 'Form', 'nicht', 'jedem', 'mitgegeben', 'wird', ',', 'dem', 'es', 'beliebt', ',', 'sich', 'mit', 'Naturwissenschaften', 'zu', 'beschäftigen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Vielleicht', 'geschieht', 'dies', 'nicht', ',', 'theils', 'weil', 'mancher', 'Ornithologe', 'fürchtet', ',', 'den', 'Keim', 'einer', 'neuen', 'Art', 'auszustreuen', ',', 'und', 'dies', 'sind', 'in', 'vielen', 'Fällen', 'sehr', 'scharf', 'blickende', 'Forscher', ',', 'theils', 'aber', 'auch', 'weil', 'das', 'Erkennen', 'der', 'Form', 'nicht', 'jedem', 'mitgegeben', 'wird', ',', 'dem', 'es', 'beliebt', ',', 'sich', 'mit', 'Naturwissenschaften', 'zu', 'beschäftigen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_12907-13064,['BHL_789_sample_German_20.0.txt'],[12952],[12978],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=12952, end=12978, entitycategory=PERSON, sentimentcategory=3)']",['eines sehr gelehrten Herrn'],"Man kann ja ein Selbstbekenntniss dieser Art eines sehr gelehrten Herrn in einer seiner neueren Schriften , wo er sich selbst ein Epithaphium setzt , lesen .",['NULL_CAT'],['PERSON'],"(['Man', 'kann', 'ja', 'ein', 'Selbstbekenntniss', 'dieser', 'Art', 'eines', 'sehr', 'gelehrten', 'Herrn', 'in', 'einer', 'seiner', 'neueren', 'Schriften', ',', 'wo', 'er', 'sich', 'selbst', 'ein', 'Epithaphium', 'setzt', ',', 'lesen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Man', 'kann', 'ja', 'ein', 'Selbstbekenntniss', 'dieser', 'Art', 'eines', 'sehr', 'gelehrten', 'Herrn', 'in', 'einer', 'seiner', 'neueren', 'Schriften', ',', 'wo', 'er', 'sich', 'selbst', 'ein', 'Epithaphium', 'setzt', ',', 'lesen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_13065-13197,['BHL_789_sample_German_20.0.txt'],[13113],[13124],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=13113, end=13124, entitycategory=FAUNA)']",['Larus canus'],"Uebrigens erhielt ich vor kurzer Zeit zwei alte Larus canus im Fleische , von denen die eine etwa '/s kleiner ist , als die andere .",['NULL_CAT'],['FAUNA'],"(['Uebrigens', 'erhielt', 'ich', 'vor', 'kurzer', 'Zeit', 'zwei', 'alte', 'Larus', 'canus', 'im', 'Fleische', ',', 'von', 'denen', 'die', 'eine', 'etwa', ""'"", 's', 'kleiner', 'ist', ',', 'als', 'die', 'andere', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Uebrigens', 'erhielt', 'ich', 'vor', 'kurzer', 'Zeit', 'zwei', 'alte', 'Larus', 'canus', 'im', 'Fleische', ',', 'von', 'denen', 'die', 'eine', 'etwa', ""'"", 's', 'kleiner', 'ist', ',', 'als', 'die', 'andere', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_13254-13420,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[13292, 13307]","[13306, 13315]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=13292, end=13306, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13307, end=13315, entitycategory=LOCATION)']","['nordwestlichen', 'Russland']","H. ) Ornilhologische Beobachtungen im nordwestlichen Russland . 97 Mundwinkeln 54 , die Fusswurzel 49 , die Mittelzeiie Bö-j-y , der Flügel 370 , der Schwanz 140 mm .","['NULL_CAT', 'ASPECT']","['LOCATION', 'LOCATION']","(['H', '.', 'Ornilhologische', 'Beobachtungen', 'im', 'nordwestlichen', 'Russland', '.', '97', 'Mundwinkeln', '54', ',', 'die', 'Fusswurzel', '49', ',', 'die', 'Mittelzeiie', 'Bö', 'j', 'y', ',', 'der', 'Flügel', '370', ',', 'der', 'Schwanz', '140', 'mm', '.'], ['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['H', '.', 'Ornilhologische', 'Beobachtungen', 'im', 'nordwestlichen', 'Russland', '.', '97', 'Mundwinkeln', '54', ',', 'die', 'Fusswurzel', '49', ',', 'die', 'Mittelzeiie', 'Bö', 'j', 'y', ',', 'der', 'Flügel', '370', ',', 'der', 'Schwanz', '140', 'mm', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_13513-13596,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[13533, 13562]","[13548, 13570]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=13533, end=13548, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13562, end=13570, entitycategory=LOCATION)']","['junges Weibchen', 'Schweden']",August geschossenes junges Weibchen war denen in Schweden ebenfalls ähnlich . 191 .,"['NULL_CAT', 'ASPECT']","['FAUNA', 'LOCATION']","(['August', 'geschossenes', 'junges', 'Weibchen', 'war', 'denen', 'in', 'Schweden', 'ebenfalls', 'ähnlich', '.', '191', '.'], ['O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O'])","['August', 'geschossenes', 'junges', 'Weibchen', 'war', 'denen', 'in', 'Schweden', 'ebenfalls', 'ähnlich', '.', '191', '.']","['O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_13597-13618,['BHL_789_sample_German_20.0.txt'],[13597],[13609],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=13597, end=13609, entitycategory=FAUNA)']",['Larus fuscus'],"Larus fuscus , Linn .",['NULL_CAT'],['FAUNA'],"(['Larus', 'fuscus', ',', 'Linn', '.'], ['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O'])","['Larus', 'fuscus', ',', 'Linn', '.']","['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_13619-13653,"['BHL_789_sample_German_20.0.txt', 'BHL_789_sample_German_20.0.txt']","[13623, 13636]","[13633, 13645]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13623, end=13633, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=13636, end=13645, entitycategory=LOCATION)']","['Petersburg', 'Archangel']","Bei Petersburg , Archangel . 192 .","['ASPECT', 'ASPECT']","['LOCATION', 'LOCATION']","(['Bei', 'Petersburg', ',', 'Archangel', '.', '192', '.'], ['O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O'])","['Bei', 'Petersburg', ',', 'Archangel', '.', '192', '.']","['O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O']"
BHL_789_sample_German_20.0.txt_13654-13676,['BHL_789_sample_German_20.0.txt'],[13654],[13667],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=13654, end=13667, entitycategory=FAUNA)']",['Larus marinus'],"Larus marinus , Linn .",['NULL_CAT'],['FAUNA'],"(['Larus', 'marinus', ',', 'Linn', '.'], ['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O'])","['Larus', 'marinus', ',', 'Linn', '.']","['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O']"
